Class	Survival	Name	Gender	Age group	Age	Siblings / Spouse aboard	Parents / Children aboard	Ticket number	Fare	Fare group	Cabin	Port of Embarkation	Boat	Destination
3	no	Hansen, Mr. Henrik Juul	male	20 - 29	26	1	0	350025	7.8542	10		Southampton		
3	no	Hansen, Mr. Henry Damsgaard	male	20 - 29	21	0	0	350029	7.8542	10		Southampton		
3	yes	Hansen, Mrs. Claus Peter (Jennie L Howard)	female	40 - 49	45	1	0	350026	14.1083	10		Southampton	11	
3	no	Harknett, Miss. Alice Phoebe	female	unknown		0	0	W./C. 6609	7.5500	10		Southampton		
3	no	Harmer, Mr. Abraham (David Lishin)	male	20 - 29	25	0	0	374887	7.2500	10		Southampton	B	
3	no	Hart, Mr. Henry	male	unknown		0	0	394140	6.8583	10		Queenstown		
3	no	Hassan, Mr. Houssein G N	male	10 - 19	11	0	0	2699	18.7875	20		Cherbourg		
3	yes	Healy, Miss. Hanora "Nora"	female	unknown		0	0	370375	7.7500	10		Queenstown	16	
3	yes	Hedman, Mr. Oskar Arvid	male	20 - 29	27	0	0	347089	6.9750	10		Southampton	15	
3	yes	Hee, Mr. Ling	male	unknown		0	0	1601	56.4958	60		Southampton	C	
3	no	Hegarty, Miss. Hanora "Nora"	female	10 - 19	18	0	0	365226	6.7500	10		Queenstown		
3	yes	Heikkinen, Miss. Laina	female	20 - 29	26	0	0	STON/O2. 3101282	7.9250	10		Southampton		
3	no	Heininen, Miss. Wendla Maria	female	20 - 29	23	0	0	STON/O2. 3101290	7.9250	10		Southampton		
3	yes	Hellstrom, Miss. Hilda Maria	female	20 - 29	22	0	0	7548	8.9625	10		Southampton	C	
3	no	Hendekovic, Mr. Ignjac	male	20 - 29	28	0	0	349243	7.8958	10		Southampton		
3	no	Henriksson, Miss. Jenny Lovisa	female	20 - 29	28	0	0	347086	7.7750	10		Southampton		
3	no	Henry, Miss. Delia	female	unknown		0	0	382649	7.7500	10		Queenstown		
3	yes	Hirvonen, Miss. Hildur E	female	0 - 9	2	0	1	3101298	12.2875	10		Southampton	15	
3	yes	Hirvonen, Mrs. Alexander (Helga E Lindqvist)	female	20 - 29	22	1	1	3101298	12.2875	10		Southampton	15	
3	no	Holm, Mr. John Fredrik Alexander	male	40 - 49	43	0	0	C 7075	6.4500	10		Southampton		
3	no	Holthen, Mr. Johan Martin	male	20 - 29	28	0	0	C 4001	22.5250	20		Southampton		
3	yes	Honkanen, Miss. Eliina	female	20 - 29	27	0	0	STON/O2. 3101283	7.9250	10		Southampton		
3	no	Horgan, Mr. John	male	unknown		0	0	370377	7.7500	10		Queenstown		
3	yes	Howard, Miss. May Elizabeth	female	unknown		0	0	A. 2. 39186	8.0500	10		Southampton	C	
3	no	Humblen, Mr. Adolf Mathias Nicolai Olsen	male	40 - 49	42	0	0	348121	7.6500	10	F G63	Southampton		
3	yes	Hyman, Mr. Abraham	male	unknown		0	0	3470	7.8875	10		Southampton	C	
3	no	Ibrahim Shawah, Mr. Yousseff	male	30 - 39	30	0	0	2685	7.2292	10		Cherbourg		
3	no	Ilieff, Mr. Ylio	male	unknown		0	0	349220	7.8958	10		Southampton		
3	no	Ilmakangas, Miss. Ida Livija	female	20 - 29	27	1	0	STON/O2. 3101270	7.9250	10		Southampton		
3	no	Ilmakangas, Miss. Pieta Sofia	female	20 - 29	25	1	0	STON/O2. 3101271	7.9250	10		Southampton		
3	no	Ivanoff, Mr. Kanio	male	unknown		0	0	349201	7.8958	10		Southampton		
3	yes	Jalsevac, Mr. Ivan	male	20 - 29	29	0	0	349240	7.8958	10		Cherbourg	15	
3	yes	Jansson, Mr. Carl Olof	male	20 - 29	21	0	0	350034	7.7958	10		Southampton	A	
3	no	Jardin, Mr. Jose Neto	male	unknown		0	0	SOTON/O.Q. 3101305	7.0500	10		Southampton		
3	no	Jensen, Mr. Hans Peder	male	20 - 29	20	0	0	350050	7.8542	10		Southampton		
3	no	Jensen, Mr. Niels Peder	male	40 - 49	48	0	0	350047	7.8542	10		Southampton		
3	no	Jensen, Mr. Svend Lauritz	male	10 - 19	17	1	0	350048	7.0542	10		Southampton		
3	yes	Jermyn, Miss. Annie	female	unknown		0	0	14313	7.7500	10		Queenstown	D	
3	yes	Johannesen-Bratthammer, Mr. Bernt	male	unknown		0	0	65306	8.1125	10		Southampton	13	
3	no	Johanson, Mr. Jakob Alfred	male	30 - 39	34	0	0	3101264	6.4958	10		Southampton		
3	yes	Johansson Palmquist, Mr. Oskar Leander	male	20 - 29	26	0	0	347070	7.7750	10		Southampton	15	
3	no	Johansson, Mr. Erik	male	20 - 29	22	0	0	350052	7.7958	10		Southampton		
3	no	Johansson, Mr. Gustaf Joel	male	30 - 39	33	0	0	7540	8.6542	10		Southampton		
3	no	Johansson, Mr. Karl Johan	male	30 - 39	31	0	0	347063	7.7750	10		Southampton		
3	no	Johansson, Mr. Nils	male	20 - 29	29	0	0	347467	7.8542	10		Southampton		
3	yes	Johnson, Master. Harold Theodor	male	0 - 9	4	1	1	347742	11.1333	10		Southampton	15	
3	yes	Johnson, Miss. Eleanor Ileen	female	0 - 9	1	1	1	347742	11.1333	10		Southampton	15	
3	no	Johnson, Mr. Alfred	male	40 - 49	49	0	0	LINE	0.0000	0		Southampton		
3	no	Johnson, Mr. Malkolm Joackim	male	30 - 39	33	0	0	347062	7.7750	10		Southampton		
3	no	Johnson, Mr. William Cahoone Jr	male	10 - 19	19	0	0	LINE	0.0000	0		Southampton		
3	yes	Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)	female	20 - 29	27	0	2	347742	11.1333	10		Southampton	15	
3	no	Johnston, Master. William Arthur "Willie"	male	unknown		1	2	W./C. 6607	23.4500	20		Southampton		
3	no	Johnston, Miss. Catherine Helen "Carrie"	female	unknown		1	2	W./C. 6607	23.4500	20		Southampton		
3	no	Johnston, Mr. Andrew G	male	unknown		1	2	W./C. 6607	23.4500	20		Southampton		
3	no	Johnston, Mrs. Andrew G (Elizabeth "Lily" Watson)	female	unknown		1	2	W./C. 6607	23.4500	20		Southampton		
3	no	Jonkoff, Mr. Lalio	male	20 - 29	23	0	0	349204	7.8958	10		Southampton		
3	yes	Jonsson, Mr. Carl	male	30 - 39	32	0	0	350417	7.8542	10		Southampton	15	
3	no	Jonsson, Mr. Nils Hilding	male	20 - 29	27	0	0	350408	7.8542	10		Southampton		
3	no	Jussila, Miss. Katriina	female	20 - 29	20	1	0	4136	9.8250	10		Southampton		
3	no	Jussila, Miss. Mari Aina	female	20 - 29	21	1	0	4137	9.8250	10		Southampton		
3	yes	Jussila, Mr. Eiriik	male	30 - 39	32	0	0	STON/O 2. 3101286	7.9250	10		Southampton	15	
3	no	Kallio, Mr. Nikolai Erland	male	10 - 19	17	0	0	STON/O 2. 3101274	7.1250	10		Southampton		
3	no	Kalvik, Mr. Johannes Halvorsen	male	20 - 29	21	0	0	8475	8.4333	10		Southampton		
3	no	Karaic, Mr. Milan	male	30 - 39	30	0	0	349246	7.8958	10		Southampton		
3	yes	Karlsson, Mr. Einar Gervasius	male	20 - 29	21	0	0	350053	7.7958	10		Southampton	13	
3	no	Karlsson, Mr. Julius Konrad Eugen	male	30 - 39	33	0	0	347465	7.8542	10		Southampton		
3	no	Karlsson, Mr. Nils August	male	20 - 29	22	0	0	350060	7.5208	10		Southampton		
3	yes	Karun, Miss. Manca	female	0 - 9	4	0	1	349256	13.4167	10		Cherbourg	15	
3	yes	Karun, Mr. Franz	male	30 - 39	39	0	1	349256	13.4167	10		Cherbourg	15	
3	no	Kassem, Mr. Fared	male	unknown		0	0	2700	7.2292	10		Cherbourg		
3	no	Katavelas, Mr. Vassilios ("Catavelas Vassilios")	male	10 - 19	18.5	0	0	2682	7.2292	10		Cherbourg		
3	no	Keane, Mr. Andrew "Andy"	male	unknown		0	0	12460	7.7500	10		Queenstown		
3	no	Keefe, Mr. Arthur	male	unknown		0	0	323592	7.2500	10		Southampton	A	
3	yes	Kelly, Miss. Anna Katherine "Annie Kate"	female	unknown		0	0	9234	7.7500	10		Queenstown	16	
3	yes	Kelly, Miss. Mary	female	unknown		0	0	14312	7.7500	10		Queenstown	D	
3	no	Kelly, Mr. James	male	30 - 39	34.5	0	0	330911	7.8292	10		Queenstown		
3	no	Kelly, Mr. James	male	40 - 49	44	0	0	363592	8.0500	10		Southampton		
3	yes	Kennedy, Mr. John	male	unknown		0	0	368783	7.7500	10		Queenstown		
3	no	Khalil, Mr. Betros	male	unknown		1	0	2660	14.4542	10		Cherbourg		
3	no	Khalil, Mrs. Betros (Zahie "Maria" Elias)	female	unknown		1	0	2660	14.4542	10		Cherbourg		
3	no	Kiernan, Mr. John	male	unknown		1	0	367227	7.7500	10		Queenstown		
3	no	Kiernan, Mr. Philip	male	unknown		1	0	367229	7.7500	10		Queenstown		
3	no	Kilgannon, Mr. Thomas J	male	unknown		0	0	36865	7.7375	10		Queenstown		
3	no	Kink, Miss. Maria	female	20 - 29	22	2	0	315152	8.6625	10		Southampton		
3	no	Kink, Mr. Vincenz	male	20 - 29	26	2	0	315151	8.6625	10		Southampton		
3	yes	Kink-Heilmann, Miss. Luise Gretchen	female	0 - 9	4	0	2	315153	22.0250	20		Southampton	2	
3	yes	Kink-Heilmann, Mr. Anton	male	20 - 29	29	3	1	315153	22.0250	20		Southampton	2	
3	yes	Kink-Heilmann, Mrs. Anton (Luise Heilmann)	female	20 - 29	26	1	1	315153	22.0250	20		Southampton	2	
3	no	Klasen, Miss. Gertrud Emilia	female	0 - 9	1	1	1	350405	12.1833	10		Southampton		
3	no	Klasen, Mr. Klas Albin	male	10 - 19	18	1	1	350404	7.8542	10		Southampton		
3	no	Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)	female	30 - 39	36	0	2	350405	12.1833	10		Southampton		
3	no	Kraeff, Mr. Theodor	male	unknown		0	0	349253	7.8958	10		Cherbourg		
3	yes	Krekorian, Mr. Neshan	male	20 - 29	25	0	0	2654	7.2292	10	F E57	Cherbourg	10	
3	no	Lahoud, Mr. Sarkis	male	unknown		0	0	2624	7.2250	10		Cherbourg		
3	no	Laitinen, Miss. Kristina Sofia	female	30 - 39	37	0	0	4135	9.5875	10		Southampton		
3	no	Laleff, Mr. Kristo	male	unknown		0	0	349217	7.8958	10		Southampton		
3	yes	Lam, Mr. Ali	male	unknown		0	0	1601	56.4958	60		Southampton	C	
3	no	Lam, Mr. Len	male	unknown		0	0	1601	56.4958	60		Southampton		
3	yes	Landergren, Miss. Aurora Adelia	female	20 - 29	22	0	0	C 7077	7.2500	10		Southampton	13	
3	no	Lane, Mr. Patrick	male	unknown		0	0	7935	7.7500	10		Queenstown		
3	yes	Lang, Mr. Fang	male	20 - 29	26	0	0	1601	56.4958	60		Southampton	14	
3	no	Larsson, Mr. August Viktor	male	20 - 29	29	0	0	7545	9.4833	10		Southampton		
3	no	Larsson, Mr. Bengt Edvin	male	20 - 29	29	0	0	347067	7.7750	10		Southampton		
3	no	Larsson-Rondberg, Mr. Edvard A	male	20 - 29	22	0	0	347065	7.7750	10		Southampton		
3	yes	Leeni, Mr. Fahim ("Philip Zenni")	male	20 - 29	22	0	0	2620	7.2250	10		Cherbourg	6	
3	no	Lefebre, Master. Henry Forbes	male	unknown		3	1	4133	25.4667	30		Southampton		
3	no	Lefebre, Miss. Ida	female	unknown		3	1	4133	25.4667	30		Southampton		
3	no	Lefebre, Miss. Jeannie	female	unknown		3	1	4133	25.4667	30		Southampton		
3	no	Lefebre, Miss. Mathilde	female	unknown		3	1	4133	25.4667	30		Southampton		
3	no	Lefebre, Mrs. Frank (Frances)	female	unknown		0	4	4133	25.4667	30		Southampton		
3	no	Leinonen, Mr. Antti Gustaf	male	30 - 39	32	0	0	STON/O 2. 3101292	7.9250	10		Southampton		
3	no	Lemberopolous, Mr. Peter L	male	30 - 39	34.5	0	0	2683	6.4375	10		Cherbourg		
3	no	Lennon, Miss. Mary	female	unknown		1	0	370371	15.5000	20		Queenstown		
3	no	Lennon, Mr. Denis	male	unknown		1	0	370371	15.5000	20		Queenstown		
3	no	Leonard, Mr. Lionel	male	30 - 39	36	0	0	LINE	0.0000	0		Southampton		
3	no	Lester, Mr. James	male	30 - 39	39	0	0	A/4 48871	24.1500	20		Southampton		
3	no	Lievens, Mr. Rene Aime	male	20 - 29	24	0	0	345781	9.5000	10		Southampton		
3	no	Lindahl, Miss. Agda Thorilda Viktoria	female	20 - 29	25	0	0	347071	7.7750	10		Southampton		
3	no	Lindblom, Miss. Augusta Charlotta	female	40 - 49	45	0	0	347073	7.7500	10		Southampton		
3	no	Lindell, Mr. Edvard Bengtsson	male	30 - 39	36	1	0	349910	15.5500	20		Southampton	A	
3	no	Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)	female	30 - 39	30	1	0	349910	15.5500	20		Southampton	A	
3	yes	Lindqvist, Mr. Eino William	male	20 - 29	20	1	0	STON/O 2. 3101285	7.9250	10		Southampton	15	
3	no	Linehan, Mr. Michael	male	unknown		0	0	330971	7.8792	10		Queenstown		
3	no	Ling, Mr. Lee	male	20 - 29	28	0	0	1601	56.4958	60		Southampton		
3	no	Lithman, Mr. Simon	male	unknown		0	0	S.O./P.P. 251	7.5500	10		Southampton		
3	no	Lobb, Mr. William Arthur	male	30 - 39	30	1	0	A/5. 3336	16.1000	20		Southampton		
3	no	Lobb, Mrs. William Arthur (Cordelia K Stanlick)	female	20 - 29	26	1	0	A/5. 3336	16.1000	20		Southampton		
3	no	Lockyer, Mr. Edward	male	unknown		0	0	1222	7.8792	10		Southampton		
3	no	Lovell, Mr. John Hall ("Henry")	male	20 - 29	20.5	0	0	A/5 21173	7.2500	10		Southampton		
3	yes	Lulic, Mr. Nikola	male	20 - 29	27	0	0	315098	8.6625	10		Southampton	15	
3	no	Lundahl, Mr. Johan Svensson	male	50 - 59	51	0	0	347743	7.0542	10		Southampton		
3	yes	Lundin, Miss. Olga Elida	female	20 - 29	23	0	0	347469	7.8542	10		Southampton	10	
3	yes	Lundstrom, Mr. Thure Edvin	male	30 - 39	32	0	0	350403	7.5792	10		Southampton	15	
3	no	Lyntakoff, Mr. Stanko	male	unknown		0	0	349235	7.8958	10		Southampton		
3	no	MacKay, Mr. George William	male	unknown		0	0	C.A. 42795	7.5500	10		Southampton		
3	yes	Madigan, Miss. Margaret "Maggie"	female	unknown		0	0	370370	7.7500	10		Queenstown	15	
3	yes	Madsen, Mr. Fridtjof Arne	male	20 - 29	24	0	0	C 17369	7.1417	10		Southampton	13	
3	no	Maenpaa, Mr. Matti Alexanteri	male	20 - 29	22	0	0	STON/O 2. 3101275	7.1250	10		Southampton		
3	no	Mahon, Miss. Bridget Delia	female	unknown		0	0	330924	7.8792	10		Queenstown		
3	no	Mahon, Mr. John	male	unknown		0	0	AQ/4 3130	7.7500	10		Queenstown		
3	no	Maisner, Mr. Simon	male	unknown		0	0	A/S 2816	8.0500	10		Southampton		
3	no	Makinen, Mr. Kalle Edvard	male	20 - 29	29	0	0	STON/O 2. 3101268	7.9250	10		Southampton		
3	yes	Mamee, Mr. Hanna	male	unknown		0	0	2677	7.2292	10		Cherbourg	15	
3	no	Mangan, Miss. Mary	female	30 - 39	30.5	0	0	364850	7.7500	10		Queenstown		
3	yes	Mannion, Miss. Margareth	female	unknown		0	0	36866	7.7375	10		Queenstown	16	
3	no	Mardirosian, Mr. Sarkis	male	unknown		0	0	2655	7.2292	10	F E46	Cherbourg		
3	no	Markoff, Mr. Marin	male	30 - 39	35	0	0	349213	7.8958	10		Cherbourg		
3	no	Markun, Mr. Johann	male	30 - 39	33	0	0	349257	7.8958	10		Southampton		
3	yes	Masselmani, Mrs. Fatima	female	unknown		0	0	2649	7.2250	10		Cherbourg	C	
3	no	Matinoff, Mr. Nicola	male	unknown		0	0	349255	7.8958	10		Cherbourg		
3	yes	McCarthy, Miss. Catherine "Katie"	female	unknown		0	0	383123	7.7500	10		Queenstown	15 16	
3	yes	McCormack, Mr. Thomas Joseph	male	unknown		0	0	367228	7.7500	10		Queenstown		
3	yes	McCoy, Miss. Agnes	female	unknown		2	0	367226	23.2500	20		Queenstown	16	
3	yes	McCoy, Miss. Alicia	female	unknown		2	0	367226	23.2500	20		Queenstown	16	
3	yes	McCoy, Mr. Bernard	male	unknown		2	0	367226	23.2500	20		Queenstown	16	
3	yes	McDermott, Miss. Brigdet Delia	female	unknown		0	0	330932	7.7875	10		Queenstown	13	
3	no	McEvoy, Mr. Michael	male	unknown		0	0	36568	15.5000	20		Queenstown		
3	yes	McGovern, Miss. Mary	female	unknown		0	0	330931	7.8792	10		Queenstown	13	
3	yes	McGowan, Miss. Anna "Annie"	female	10 - 19	15	0	0	330923	8.0292	10		Queenstown		
3	no	McGowan, Miss. Katherine	female	30 - 39	35	0	0	9232	7.7500	10		Queenstown		
3	no	McMahon, Mr. Martin	male	unknown		0	0	370372	7.7500	10		Queenstown		
3	no	McNamee, Mr. Neal	male	20 - 29	24	1	0	376566	16.1000	20		Southampton		
3	no	McNamee, Mrs. Neal (Eileen O'Leary)	female	10 - 19	19	1	0	376566	16.1000	20		Southampton		
3	no	McNeill, Miss. Bridget	female	unknown		0	0	370368	7.7500	10		Queenstown		
3	no	Meanwell, Miss. (Marion Ogden)	female	unknown		0	0	SOTON/O.Q. 392087	8.0500	10		Southampton		
3	no	Meek, Mrs. Thomas (Annie Louise Rowley)	female	unknown		0	0	343095	8.0500	10		Southampton		
3	no	Meo, Mr. Alfonzo	male	50 - 59	55.5	0	0	A.5. 11206	8.0500	10		Southampton		
3	no	Mernagh, Mr. Robert	male	unknown		0	0	368703	7.7500	10		Queenstown		
3	yes	Midtsjo, Mr. Karl Albert	male	20 - 29	21	0	0	345501	7.7750	10		Southampton	15	
3	no	Miles, Mr. Frank	male	unknown		0	0	359306	8.0500	10		Southampton		
3	no	Mineff, Mr. Ivan	male	20 - 29	24	0	0	349233	7.8958	10		Southampton		
3	no	Minkoff, Mr. Lazar	male	20 - 29	21	0	0	349211	7.8958	10		Southampton		
3	no	Mionoff, Mr. Stoytcho	male	20 - 29	28	0	0	349207	7.8958	10		Southampton		
3	no	Mitkoff, Mr. Mito	male	unknown		0	0	349221	7.8958	10		Southampton		
3	yes	Mockler, Miss. Helen Mary "Ellie"	female	unknown		0	0	330980	7.8792	10		Queenstown	16	
3	no	Moen, Mr. Sigurd Hansen	male	20 - 29	25	0	0	348123	7.6500	10	F G73	Southampton		
3	yes	Moor, Master. Meier	male	0 - 9	6	0	1	392096	12.4750	10	E121	Southampton	14	
3	yes	Moor, Mrs. (Beila)	female	20 - 29	27	0	1	392096	12.4750	10	E121	Southampton	14	
3	no	Moore, Mr. Leonard Charles	male	unknown		0	0	A4. 54510	8.0500	10		Southampton		
3	yes	Moran, Miss. Bertha	female	unknown		1	0	371110	24.1500	20		Queenstown	16	
3	no	Moran, Mr. Daniel J	male	unknown		1	0	371110	24.1500	20		Queenstown		
3	no	Moran, Mr. James	male	unknown		0	0	330877	8.4583	10		Queenstown		
3	no	Morley, Mr. William	male	30 - 39	34	0	0	364506	8.0500	10		Southampton		
3	no	Morrow, Mr. Thomas Rowan	male	unknown		0	0	372622	7.7500	10		Queenstown		
3	yes	Moss, Mr. Albert Johan	male	unknown		0	0	312991	7.7750	10		Southampton	B	
3	yes	Moubarek, Master. Gerios	male	unknown		1	1	2661	15.2458	20		Cherbourg	C	
3	yes	Moubarek, Master. Halim Gonios ("William George")	male	unknown		1	1	2661	15.2458	20		Cherbourg	C	
3	yes	Moubarek, Mrs. George (Omine "Amenia" Alexander)	female	unknown		0	2	2661	15.2458	20		Cherbourg	C	
3	yes	Moussa, Mrs. (Mantoura Boulos)	female	unknown		0	0	2626	7.2292	10		Cherbourg		
3	no	Moutal, Mr. Rahamin Haim	male	unknown		0	0	374746	8.0500	10		Southampton		
3	yes	Mullens, Miss. Katherine "Katie"	female	unknown		0	0	35852	7.7333	10		Queenstown	16	
3	yes	Mulvihill, Miss. Bertha E	female	20 - 29	24	0	0	382653	7.7500	10		Queenstown	15	
3	no	Murdlin, Mr. Joseph	male	unknown		0	0	A./5. 3235	8.0500	10		Southampton		
3	yes	Murphy, Miss. Katherine "Kate"	female	unknown		1	0	367230	15.5000	20		Queenstown	16	
3	yes	Murphy, Miss. Margaret Jane	female	unknown		1	0	367230	15.5000	20		Queenstown	16	
3	yes	Murphy, Miss. Nora	female	unknown		0	0	36568	15.5000	20		Queenstown	16	
3	no	Myhrman, Mr. Pehr Fabian Oliver Malkolm	male	10 - 19	18	0	0	347078	7.7500	10		Southampton		
3	no	Naidenoff, Mr. Penko	male	20 - 29	22	0	0	349206	7.8958	10		Southampton		
3	yes	Najib, Miss. Adele Kiamie "Jane"	female	10 - 19	15	0	0	2667	7.2250	10		Cherbourg	C	
3	yes	Nakid, Miss. Maria ("Mary")	female	0 - 9	1	0	2	2653	15.7417	20		Cherbourg	C	
3	yes	Nakid, Mr. Sahid	male	20 - 29	20	1	1	2653	15.7417	20		Cherbourg	C	
3	yes	Nakid, Mrs. Said (Waika "Mary" Mowad)	female	10 - 19	19	1	1	2653	15.7417	20		Cherbourg	C	
3	no	Nancarrow, Mr. William Henry	male	30 - 39	33	0	0	A./5. 3338	8.0500	10		Southampton		
3	no	Nankoff, Mr. Minko	male	unknown		0	0	349218	7.8958	10		Southampton		
3	no	Nasr, Mr. Mustafa	male	unknown		0	0	2652	7.2292	10		Cherbourg		
3	no	Naughton, Miss. Hannah	female	unknown		0	0	365237	7.7500	10		Queenstown		
3	no	Nenkoff, Mr. Christo	male	unknown		0	0	349234	7.8958	10		Southampton		
3	yes	Nicola-Yarred, Master. Elias	male	10 - 19	12	1	0	2651	11.2417	10		Cherbourg	C	
3	yes	Nicola-Yarred, Miss. Jamila	female	10 - 19	14	1	0	2651	11.2417	10		Cherbourg	C	
3	no	Nieminen, Miss. Manta Josefina	female	20 - 29	29	0	0	3101297	7.9250	10		Southampton		
3	no	Niklasson, Mr. Samuel	male	20 - 29	28	0	0	363611	8.0500	10		Southampton		
3	yes	Nilsson, Miss. Berta Olivia	female	10 - 19	18	0	0	347066	7.7750	10		Southampton	D	
3	yes	Nilsson, Miss. Helmina Josefina	female	20 - 29	26	0	0	347470	7.8542	10		Southampton	13	
3	no	Nilsson, Mr. August Ferdinand	male	20 - 29	21	0	0	350410	7.8542	10		Southampton		
3	no	Nirva, Mr. Iisakki Antino Aijo	male	40 - 49	41	0	0	SOTON/O2 3101272	7.1250	10		Southampton		Finland Sudbury, ON
3	yes	Niskanen, Mr. Juha	male	30 - 39	39	0	0	STON/O 2. 3101289	7.9250	10		Southampton	9	
3	no	Nosworthy, Mr. Richard Cater	male	20 - 29	21	0	0	A/4. 39886	7.8000	10		Southampton		
3	no	Novel, Mr. Mansouer	male	20 - 29	28.5	0	0	2697	7.2292	10		Cherbourg		
3	yes	Nysten, Miss. Anna Sofia	female	20 - 29	22	0	0	347081	7.7500	10		Southampton	13	
3	no	Nysveen, Mr. Johan Hansen	male	60 - 69	61	0	0	345364	6.2375	10		Southampton		
3	no	O'Brien, Mr. Thomas	male	unknown		1	0	370365	15.5000	20		Queenstown		
3	no	O'Brien, Mr. Timothy	male	unknown		0	0	330979	7.8292	10		Queenstown		
3	yes	O'Brien, Mrs. Thomas (Johanna "Hannah" Godfrey)	female	unknown		1	0	370365	15.5000	20		Queenstown		
3	no	O'Connell, Mr. Patrick D	male	unknown		0	0	334912	7.7333	10		Queenstown		
3	no	O'Connor, Mr. Maurice	male	unknown		0	0	371060	7.7500	10		Queenstown		
3	no	O'Connor, Mr. Patrick	male	unknown		0	0	366713	7.7500	10		Queenstown		
3	no	Odahl, Mr. Nils Martin	male	20 - 29	23	0	0	7267	9.2250	10		Southampton		
3	no	O'Donoghue, Ms. Bridget	female	unknown		0	0	364856	7.7500	10		Queenstown		
3	yes	O'Driscoll, Miss. Bridget	female	unknown		0	0	14311	7.7500	10		Queenstown	D	
3	yes	O'Dwyer, Miss. Ellen "Nellie"	female	unknown		0	0	330959	7.8792	10		Queenstown		
3	yes	Ohman, Miss. Velin	female	20 - 29	22	0	0	347085	7.7750	10		Southampton	C	
3	yes	O'Keefe, Mr. Patrick	male	unknown		0	0	368402	7.7500	10		Queenstown	B	
3	yes	O'Leary, Miss. Hanora "Norah"	female	unknown		0	0	330919	7.8292	10		Queenstown	13	
3	yes	Olsen, Master. Artur Karl	male	0 - 9	9	0	1	C 17368	3.1708	0		Southampton	13	
3	no	Olsen, Mr. Henry Margido	male	20 - 29	28	0	0	C 4001	22.5250	20		Southampton		
3	no	Olsen, Mr. Karl Siegwart Andreas	male	40 - 49	42	0	1	4579	8.4042	10		Southampton		
3	no	Olsen, Mr. Ole Martin	male	unknown		0	0	Fa 265302	7.3125	10		Southampton		
3	no	Olsson, Miss. Elina	female	30 - 39	31	0	0	350407	7.8542	10		Southampton		
3	no	Olsson, Mr. Nils Johan Goransson	male	20 - 29	28	0	0	347464	7.8542	10		Southampton		
3	yes	Olsson, Mr. Oscar Wilhelm	male	30 - 39	32	0	0	347079	7.7750	10		Southampton	A	
3	no	Olsvigen, Mr. Thor Anderson	male	20 - 29	20	0	0	6563	9.2250	10		Southampton		Oslo, Norway Cameron, WI
3	no	Oreskovic, Miss. Jelka	female	20 - 29	23	0	0	315085	8.6625	10		Southampton		
3	no	Oreskovic, Miss. Marija	female	20 - 29	20	0	0	315096	8.6625	10		Southampton		
3	no	Oreskovic, Mr. Luka	male	20 - 29	20	0	0	315094	8.6625	10		Southampton		
3	no	Osen, Mr. Olaf Elon	male	10 - 19	16	0	0	7534	9.2167	10		Southampton		
3	yes	Osman, Mrs. Mara	female	30 - 39	31	0	0	349244	8.6833	10		Southampton		
3	no	O'Sullivan, Miss. Bridget Mary	female	unknown		0	0	330909	7.6292	10		Queenstown		
3	no	Palsson, Master. Gosta Leonard	male	0 - 9	2	3	1	349909	21.0750	20		Southampton		
3	no	Palsson, Master. Paul Folke	male	0 - 9	6	3	1	349909	21.0750	20		Southampton		
3	no	Palsson, Miss. Stina Viola	female	0 - 9	3	3	1	349909	21.0750	20		Southampton		
3	no	Palsson, Miss. Torborg Danira	female	0 - 9	8	3	1	349909	21.0750	20		Southampton		
3	no	Palsson, Mrs. Nils (Alma Cornelia Berglund)	female	20 - 29	29	0	4	349909	21.0750	20		Southampton		
3	no	Panula, Master. Eino Viljami	male	0 - 9	1	4	1	3101295	39.6875	40		Southampton		
3	no	Panula, Master. Juha Niilo	male	0 - 9	7	4	1	3101295	39.6875	40		Southampton		
3	no	Panula, Master. Urho Abraham	male	0 - 9	2	4	1	3101295	39.6875	40		Southampton		
3	no	Panula, Mr. Ernesti Arvid	male	10 - 19	16	4	1	3101295	39.6875	40		Southampton		
3	no	Panula, Mr. Jaako Arnold	male	10 - 19	14	4	1	3101295	39.6875	40		Southampton		
3	no	Panula, Mrs. Juha (Maria Emilia Ojala)	female	40 - 49	41	0	5	3101295	39.6875	40		Southampton		
3	no	Pasic, Mr. Jakob	male	20 - 29	21	0	0	315097	8.6625	10		Southampton		
3	no	Patchett, Mr. George	male	10 - 19	19	0	0	358585	14.5000	10		Southampton		
3	no	Paulner, Mr. Uscher	male	unknown		0	0	3411	8.7125	10		Cherbourg		
3	no	Pavlovic, Mr. Stefo	male	30 - 39	32	0	0	349242	7.8958	10		Southampton		
3	no	Peacock, Master. Alfred Edward	male	0 - 9	0.75	1	1	SOTON/O.Q. 3101315	13.7750	10		Southampton		
3	no	Peacock, Miss. Treasteall	female	0 - 9	3	1	1	SOTON/O.Q. 3101315	13.7750	10		Southampton		
3	no	Peacock, Mrs. Benjamin (Edith Nile)	female	20 - 29	26	0	2	SOTON/O.Q. 3101315	13.7750	10		Southampton		
3	no	Pearce, Mr. Ernest	male	unknown		0	0	343271	7.0000	10		Southampton		
