year	state	state_po	state_fips	state_cen	state_ic	office	candidate	party	main parties	writein	candidatevotes	totalvotes	version
2012	Arkansas	AR	5	71	42	US President	La Riva, Gloria Estella	socialism and liberation party	other	FALSE	1734	1069468	20171015
2016	Arkansas	AR	5	71	42	US President	Johnson, Gary	libertarian	other	FALSE	29829	1130635	20171015
2016	Arkansas	AR	5	71	42	US President	McMullin, Evan	better for america	other	FALSE	13255	1130635	20171015
2016	Arkansas	AR	5	71	42	US President	Stein, Jill	green	other	FALSE	9473	1130635	20171015
2016	Arkansas	AR	5	71	42	US President	Hedges, Jim	prohibition	other	FALSE	4709	1130635	20171015
2016	Arkansas	AR	5	71	42	US President	Castle, Darrell L.	constitution party	other	FALSE	4613	1130635	20171015
2016	Arkansas	AR	5	71	42	US President	Kahn, Lynn S.	independent	other	FALSE	3390	1130635	20171015
1976	California	CA	6	93	71	US President	Carter, Jimmy	democrat	democrat	FALSE	3742284	7803770	20171015
1980	California	CA	6	93	71	US President	Carter, Jimmy	democrat	democrat	FALSE	3082943	8582938	20171015
1984	California	CA	6	93	71	US President	Mondale, Walter	democrat	democrat	FALSE	3922519	9505041	20171015
1988	California	CA	6	93	71	US President	Dukakis, Michael	democrat	democrat	FALSE	4702233	9887065	20171015
1992	California	CA	6	93	71	US President	Clinton, Bill	democrat	democrat	FALSE	5121325	11131721	20171015
1996	California	CA	6	93	71	US President	Clinton, Bill	democrat	democrat	FALSE	5119835	10019469	20171015
2000	California	CA	6	93	71	US President	Gore, Al	democrat	democrat	FALSE	5861203	10965822	20171015
2004	California	CA	6	93	71	US President	Kerry, John	democrat	democrat	FALSE	6745485	12421353	20171015
2008	California	CA	6	93	71	US President	Obama, Barack H.	democrat	democrat	FALSE	8274473	13561900	20171015
2012	California	CA	6	93	71	US President	Obama, Barack H.	democrat	democrat	FALSE	7854285	13038547	20171015
2016	California	CA	6	93	71	US President	Clinton, Hillary	democrat	democrat	FALSE	8753788	14181595	20171015
1976	California	CA	6	93	71	US President	Ford, Gerald	republican	republican	FALSE	3882244	7803770	20171015
1980	California	CA	6	93	71	US President	Reagan, Ronald	republican	republican	FALSE	4522994	8582938	20171015
1984	California	CA	6	93	71	US President	Reagan, Ronald	republican	republican	FALSE	5467009	9505041	20171015
1988	California	CA	6	93	71	US President	Bush, George H.W.	republican	republican	FALSE	5054917	9887065	20171015
1992	California	CA	6	93	71	US President	Bush, George H.W.	republican	republican	FALSE	3630574	11131721	20171015
1996	California	CA	6	93	71	US President	Dole, Robert	republican	republican	FALSE	3828381	10019469	20171015
2000	California	CA	6	93	71	US President	Bush, George W.	republican	republican	FALSE	4567429	10965822	20171015
2004	California	CA	6	93	71	US President	Bush, George W.	republican	republican	FALSE	5509826	12421353	20171015
2008	California	CA	6	93	71	US President	McCain, John	republican	republican	FALSE	5011781	13561900	20171015
2012	California	CA	6	93	71	US President	Romney, Mitt	republican	republican	FALSE	4839958	13038547	20171015
2016	California	CA	6	93	71	US President	Trump, Donald J.	republican	republican	FALSE	4483810	14181595	20171015
1976	California	CA	6	93	71	US President	Macbride, Roger	independent	other	FALSE	56388	7803770	20171015
1976	California	CA	6	93	71	US President	Maddox, Lester	american independent party	other	FALSE	51098	7803770	20171015
1976	California	CA	6	93	71	US President	Wright, Margaret	peace & freedom	other	FALSE	41731	7803770	20171015
1976	California	CA	6	93	71	US President	Camejo, Peter	independent	other	FALSE	17259	7803770	20171015
1976	California	CA	6	93	71	US President	Hall, Gus	independent	other	FALSE	12766	7803770	20171015
1980	California	CA	6	93	71	US President	Anderson, John B.	independent	other	FALSE	739618	8582938	20171015
1980	California	CA	6	93	71	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	148390	8582938	20171015
1980	California	CA	6	93	71	US President	Commoner, Barry	citizens	other	FALSE	61046	8582938	20171015
1980	California	CA	6	93	71	US President	Smith, Maureen	peace & freedom	other	FALSE	18106	8582938	20171015
1980	California	CA	6	93	71	US President	Rarick, John	american independent party	other	FALSE	9841	8582938	20171015
1984	California	CA	6	93	71	US President	Bergland, David	libertarian	other	FALSE	49951	9505041	20171015
1984	California	CA	6	93	71	US President	Richards, Bob	populist	other	FALSE	39265	9505041	20171015
1984	California	CA	6	93	71	US President	Johnson, Sonia	citizens	other	FALSE	26297	9505041	20171015
1988	California	CA	6	93	71	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	70105	9887065	20171015
1988	California	CA	6	93	71	US President	Fulani, Lenora	independent	other	FALSE	58999	9887065	20171015
1988	California	CA	6	93	71	US President			other	TRUE	811	9887065	20171015
1992	California	CA	6	93	71	US President	Perot, Ross	independent	other	FALSE	2296006	11131721	20171015
1992	California	CA	6	93	71	US President	Marrou, Andre	libertarian	other	FALSE	48139	11131721	20171015
1992	California	CA	6	93	71	US President	Daniels, Ron	peace & freedom	other	FALSE	18597	11131721	20171015
1992	California	CA	6	93	71	US President	Phillips, Howard	american independent party	other	FALSE	12711	11131721	20171015
1992	California	CA	6	93	71	US President			other	TRUE	4369	11131721	20171015
1996	California	CA	6	93	71	US President	Perot, Ross	reform party	other	FALSE	697847	10019469	20171015
1996	California	CA	6	93	71	US President	Nader, Ralph	green	other	FALSE	237016	10019469	20171015
1996	California	CA	6	93	71	US President	Browne, Harry	libertarian	other	FALSE	73600	10019469	20171015
1996	California	CA	6	93	71	US President	Feinland, Marsha	peace & freedom	other	FALSE	25332	10019469	20171015
1996	California	CA	6	93	71	US President	Phillips, Howard	american independent party	other	FALSE	21202	10019469	20171015
1996	California	CA	6	93	71	US President	Hagelin, John	natural law	other	FALSE	15403	10019469	20171015
1996	California	CA	6	93	71	US President			other	TRUE	853	10019469	20171015
2000	California	CA	6	93	71	US President	Nader, Ralph	green	other	FALSE	418707	10965822	20171015
2000	California	CA	6	93	71	US President	Browne, Harry	libertarian	other	FALSE	45520	10965822	20171015
2000	California	CA	6	93	71	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	44987	10965822	20171015
2000	California	CA	6	93	71	US President	Phillips, Howard	american independent party	other	FALSE	17042	10965822	20171015
2000	California	CA	6	93	71	US President	Hagelin, John	natural law	other	FALSE	10934	10965822	20171015
2004	California	CA	6	93	71	US President	Badnarik, Michael	libertarian	other	FALSE	50165	12421353	20171015
2004	California	CA	6	93	71	US President	Cobb, David	green	other	FALSE	40771	12421353	20171015
2004	California	CA	6	93	71	US President	Peltier, Leonard	peace & freedom	other	FALSE	27607	12421353	20171015
2004	California	CA	6	93	71	US President	Peroutka, Michael	american independent party	other	FALSE	26645	12421353	20171015
2004	California	CA	6	93	71	US President	Other		other	TRUE	20854	12421353	20171015
2008	California	CA	6	93	71	US President	Nader, Ralph	peace & freedom	other	FALSE	108381	13561900	20171015
2008	California	CA	6	93	71	US President	Barr, Bob	libertarian	other	FALSE	67582	13561900	20171015
2008	California	CA	6	93	71	US President	Keyes, Alan	american independent party	other	FALSE	40673	13561900	20171015
2008	California	CA	6	93	71	US President	McKinney, Cynthia	green	other	FALSE	38774	13561900	20171015
2008	California	CA	6	93	71	US President		independent	other	TRUE	20236	13561900	20171015
2012	California	CA	6	93	71	US President	Johnson, Gary	libertarian	other	FALSE	143221	13038547	20171015
2012	California	CA	6	93	71	US President	Stein, Jill	green	other	FALSE	85638	13038547	20171015
2012	California	CA	6	93	71	US President	Barr, Roseanne	peace & freedom	other	FALSE	53824	13038547	20171015
2012	California	CA	6	93	71	US President	Hoefling, Thomas Conrad \\"Tom\"\""	american independent party	other	FALSE	38372	13038547	20171015
2012	California	CA	6	93	71	US President			other	TRUE	23249	13038547	20171015
2016	California	CA	6	93	71	US President	Johnson, Gary	libertarian	other	FALSE	478500	14181595	20171015
2016	California	CA	6	93	71	US President	Stein, Jill	green	other	FALSE	278657	14181595	20171015
2016	California	CA	6	93	71	US President			other	TRUE	120739	14181595	20171015
2016	California	CA	6	93	71	US President	La Riva, Gloria Estella	peace & freedom	other	FALSE	66101	14181595	20171015
1976	Colorado	CO	8	84	62	US President	Carter, Jimmy	democrat	democrat	FALSE	460801	1081440	20171015
1980	Colorado	CO	8	84	62	US President	Carter, Jimmy	democrat	democrat	FALSE	368009	1184450	20171015
1984	Colorado	CO	8	84	62	US President	Mondale, Walter	democrat	democrat	FALSE	454975	1295380	20171015
1988	Colorado	CO	8	84	62	US President	Dukakis, Michael	democrat	democrat	FALSE	621453	1372394	20171015
1992	Colorado	CO	8	84	62	US President	Clinton, Bill	democrat	democrat	FALSE	629681	1569180	20171015
1996	Colorado	CO	8	84	62	US President	Clinton, Bill	democrat	democrat	FALSE	671152	1510702	20171015
2000	Colorado	CO	8	84	62	US President	Gore, Al	democrat	democrat	FALSE	738227	1741368	20171015
2004	Colorado	CO	8	84	62	US President	Kerry, John	democrat	democrat	FALSE	1001732	2129630	20171015
2008	Colorado	CO	8	84	62	US President	Obama, Barack H.	democrat	democrat	FALSE	1288576	2401361	20171015
2012	Colorado	CO	8	84	62	US President	Obama, Barack H.	democrat	democrat	FALSE	1323101	2569516	20171015
2016	Colorado	CO	8	84	62	US President	Clinton, Hillary	democrat	democrat	FALSE	1338870	2780220	20171015
1976	Colorado	CO	8	84	62	US President	Ford, Gerald	republican	republican	FALSE	584278	1081440	20171015
1980	Colorado	CO	8	84	62	US President	Reagan, Ronald	republican	republican	FALSE	652264	1184450	20171015
1984	Colorado	CO	8	84	62	US President	Reagan, Ronald	republican	republican	FALSE	821817	1295380	20171015
1988	Colorado	CO	8	84	62	US President	Bush, George H.W.	republican	republican	FALSE	728177	1372394	20171015
1992	Colorado	CO	8	84	62	US President	Bush, George H.W.	republican	republican	FALSE	562850	1569180	20171015
1996	Colorado	CO	8	84	62	US President	Dole, Robert	republican	republican	FALSE	691848	1510702	20171015
2000	Colorado	CO	8	84	62	US President	Bush, George W.	republican	republican	FALSE	883748	1741368	20171015
2004	Colorado	CO	8	84	62	US President	Bush, George W.	republican	republican	FALSE	1101255	2129630	20171015
2008	Colorado	CO	8	84	62	US President	McCain, John	republican	republican	FALSE	1073589	2401361	20171015
2012	Colorado	CO	8	84	62	US President	Romney, Mitt	republican	republican	FALSE	1185243	2569516	20171015
2016	Colorado	CO	8	84	62	US President	Trump, Donald J.	republican	republican	FALSE	1202484	2780220	20171015
1976	Colorado	CO	8	84	62	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	26047	1081440	20171015
1976	Colorado	CO	8	84	62	US President	Macbride, Roger	libertarian	other	FALSE	5338	1081440	20171015
1976	Colorado	CO	8	84	62	US President	Bubar, Benjamin \\"Ben\"\""	prohibition	other	FALSE	2886	1081440	20171015
1976	Colorado	CO	8	84	62	US President	Camejo, Peter	socialist workers	other	FALSE	1122	1081440	20171015
1976	Colorado	CO	8	84	62	US President	Larouche, Lyndon, Jr.	u.s. labor	other	FALSE	565	1081440	20171015
1976	Colorado	CO	8	84	62	US President	Hall, Gus	communist party use	other	FALSE	403	1081440	20171015
1980	Colorado	CO	8	84	62	US President	Anderson, John B.	national unity campaign	other	FALSE	130633	1184450	20171015
1980	Colorado	CO	8	84	62	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	25744	1184450	20171015
1980	Colorado	CO	8	84	62	US President	Commoner, Barry	citizens	other	FALSE	5614	1184450	20171015
1980	Colorado	CO	8	84	62	US President	Bubar, Benjamin \\"Ben\"\""	statesman	other	FALSE	1180	1184450	20171015
1980	Colorado	CO	8	84	62	US President	Pulley, Andrew	socialist workers	other	FALSE	519	1184450	20171015
1980	Colorado	CO	8	84	62	US President	Hall, Gus	communist party use	other	FALSE	487	1184450	20171015
1984	Colorado	CO	8	84	62	US President	Bergland, David	libertarian	other	FALSE	11257	1295380	20171015
1984	Colorado	CO	8	84	62	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	4662	1295380	20171015
1984	Colorado	CO	8	84	62	US President	Serrette, Dennis	alliance	other	FALSE	978	1295380	20171015
1984	Colorado	CO	8	84	62	US President	Dodge, Earl	prohibition	other	FALSE	858	1295380	20171015
1984	Colorado	CO	8	84	62	US President	Mason, Melvin	socialist workers	other	FALSE	810	1295380	20171015
1984	Colorado	CO	8	84	62	US President	Other		other	FALSE	23	1295380	20171015
1988	Colorado	CO	8	84	62	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	15482	1372394	20171015
1988	Colorado	CO	8	84	62	US President	Dodge, Earl	prohibition	other	FALSE	4604	1372394	20171015
1988	Colorado	CO	8	84	62	US President	Fulani, Lenora	new alliance	other	FALSE	2539	1372394	20171015
1988	Colorado	CO	8	84	62	US President			other	TRUE	139	1372394	20171015
1992	Colorado	CO	8	84	62	US President	Perot, Ross	independent	other	FALSE	366010	1569180	20171015
1992	Colorado	CO	8	84	62	US President	Marrou, Andre	libertarian	other	FALSE	8669	1569180	20171015
1992	Colorado	CO	8	84	62	US President	Fulani, Lenora	new alliance	other	FALSE	1608	1569180	20171015
1992	Colorado	CO	8	84	62	US President	Gritz, James \\"Bo\"\""	democrat/republican	other	FALSE	274	1569180	20171015
1992	Colorado	CO	8	84	62	US President	Hagelin, John	natural law	other	FALSE	47	1569180	20171015
1992	Colorado	CO	8	84	62	US President	Prohibition	prohibition	other	FALSE	21	1569180	20171015
1992	Colorado	CO	8	84	62	US President	Unaffiliated	unaffiliated	other	FALSE	20	1569180	20171015
1996	Colorado	CO	8	84	62	US President	Perot, Ross	reform party	other	FALSE	99629	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Nader, Ralph	green	other	FALSE	25070	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Browne, Harry	libertarian	other	FALSE	12392	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Phillips, Howard	constitution party	other	FALSE	2813	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Collins, Charles	independent	other	FALSE	2809	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Hagelin, John	natural law	other	FALSE	2545	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Hollis, Mary Cal	socialist	other	FALSE	669	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Moorehead, Monica	workers world	other	FALSE	599	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Templin, Diane	american	other	FALSE	557	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Dodge, Earl	prohibition	other	FALSE	375	1510702	20171015
1996	Colorado	CO	8	84	62	US President	Harris, James	socialist workers	other	FALSE	244	1510702	20171015
2000	Colorado	CO	8	84	62	US President	Nader, Ralph	green	other	FALSE	91434	1741368	20171015
2000	Colorado	CO	8	84	62	US President	Browne, Harry	libertarian	other	FALSE	12799	1741368	20171015
2000	Colorado	CO	8	84	62	US President	Hagelin, John	freedom	other	FALSE	10465	1741368	20171015
2000	Colorado	CO	8	84	62	US President	Hagelin, John	natural law	other	FALSE	2240	1741368	20171015
2000	Colorado	CO	8	84	62	US President	Phillips, Howard	constitution party	other	FALSE	1319	1741368	20171015
2000	Colorado	CO	8	84	62	US President	McReynolds, David	socialist	other	FALSE	712	1741368	20171015
2000	Colorado	CO	8	84	62	US President	Harris, James	socialist workers	other	FALSE	216	1741368	20171015
2000	Colorado	CO	8	84	62	US President	Dodge, Earl	prohibition	other	FALSE	208	1741368	20171015
2004	Colorado	CO	8	84	62	US President	Nader, Ralph	reform party	other	FALSE	12718	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Badnarik, Michael	libertarian	other	FALSE	7664	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Peroutka, Michael	american constitution party	other	FALSE	2562	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Cobb, David	green	other	FALSE	1591	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Andress, Stanford	unaffiliated	other	FALSE	804	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Amondson, Gene	concerns of people	other	FALSE	378	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Van Auken, Bill	socialist equality party	other	FALSE	329	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Calero, Roger	socialist workers	other	FALSE	241	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Brown, Walt	socialist	other	FALSE	216	2129630	20171015
2004	Colorado	CO	8	84	62	US President	Dodge, Earl	prohibition	other	FALSE	140	2129630	20171015
2008	Colorado	CO	8	84	62	US President	Nader, Ralph	independent	other	FALSE	13350	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Barr, Bob	libertarian	other	FALSE	10897	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	6233	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Keyes, Alan	america's independent party	other	FALSE	3051	2401361	20171015
2008	Colorado	CO	8	84	62	US President	McKinney, Cynthia	green	other	FALSE	2822	2401361	20171015
2008	Colorado	CO	8	84	62	US President	McEnulty, Frank	unaffiliated	other	FALSE	828	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Jay, Charles	boston tea party	other	FALSE	598	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Allen, Jonathan	heartquake '08	other	FALSE	348	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Stevens, Thomas R.	objectivist party	other	FALSE	336	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Moore, Brian	socialist	other	FALSE	226	2401361	20171015
2008	Colorado	CO	8	84	62	US President	La Riva, Gloria Estella	socialism and liberation party	other	FALSE	158	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Harris, James	socialist workers	other	FALSE	154	2401361	20171015
2008	Colorado	CO	8	84	62	US President	Lyttle, Bradford	u.s. pacifist party	other	FALSE	110	2401361	20171015
